region_code,region,age,pop_male,pop_female,pop_total
02,Valle d'Aosta/Vallée d'Aoste,3.0,410.0,364.0,774.0
02,Valle d'Aosta/Vallée d'Aoste,4.0,389.0,406.0,795.0
02,Valle d'Aosta/Vallée d'Aoste,5.0,416.0,410.0,826.0
02,Valle d'Aosta/Vallée d'Aoste,6.0,497.0,409.0,906.0
02,Valle d'Aosta/Vallée d'Aoste,7.0,484.0,417.0,901.0
02,Valle d'Aosta/Vallée d'Aoste,8.0,514.0,441.0,955.0
02,Valle d'Aosta/Vallée d'Aoste,9.0,503.0,479.0,982.0
02,Valle d'Aosta/Vallée d'Aoste,10.0,564.0,496.0,1060.0
02,Valle d'Aosta/Vallée d'Aoste,11.0,519.0,520.0,1039.0
02,Valle d'Aosta/Vallée d'Aoste,12.0,590.0,563.0,1153.0
02,Valle d'Aosta/Vallée d'Aoste,13.0,635.0,583.0,1218.0
02,Valle d'Aosta/Vallée d'Aoste,14.0,593.0,582.0,1175.0
02,Valle d'Aosta/Vallée d'Aoste,15.0,652.0,582.0,1234.0
02,Valle d'Aosta/Vallée d'Aoste,16.0,633.0,601.0,1234.0
02,Valle d'Aosta/Vallée d'Aoste,17.0,661.0,585.0,1246.0
02,Valle d'Aosta/Vallée d'Aoste,18.0,671.0,602.0,1273.0
02,Valle d'Aosta/Vallée d'Aoste,19.0,610.0,574.0,1184.0
02,Valle d'Aosta/Vallée d'Aoste,20.0,614.0,603.0,1217.0
02,Valle d'Aosta/Vallée d'Aoste,21.0,636.0,620.0,1256.0
02,Valle d'Aosta/Vallée d'Aoste,22.0,627.0,556.0,1183.0
02,Valle d'Aosta/Vallée d'Aoste,23.0,663.0,589.0,1252.0
02,Valle d'Aosta/Vallée d'Aoste,24.0,673.0,622.0,1295.0
02,Valle d'Aosta/Vallée d'Aoste,25.0,649.0,586.0,1235.0
02,Valle d'Aosta/Vallée d'Aoste,26.0,653.0,597.0,1250.0
02,Valle d'Aosta/Vallée d'Aoste,27.0,621.0,559.0,1180.0
02,Valle d'Aosta/Vallée d'Aoste,28.0,662.0,589.0,1251.0
02,Valle d'Aosta/Vallée d'Aoste,29.0,639.0,578.0,1217.0
02,Valle d'Aosta/Vallée d'Aoste,30.0,604.0,560.0,1164.0
02,Valle d'Aosta/Vallée d'Aoste,31.0,626.0,585.0,1211.0
02,Valle d'Aosta/Vallée d'Aoste,32.0,676.0,625.0,1301.0
02,Valle d'Aosta/Vallée d'Aoste,33.0,630.0,575.0,1205.0
02,Valle d'Aosta/Vallée d'Aoste,34.0,608.0,663.0,1271.0
02,Valle d'Aosta/Vallée d'Aoste,35.0,667.0,593.0,1260.0
02,Valle d'Aosta/Vallée d'Aoste,36.0,682.0,637.0,1319.0
02,Valle d'Aosta/Vallée d'Aoste,37.0,636.0,648.0,1284.0
02,Valle d'Aosta/Vallée d'Aoste,38.0,622.0,666.0,1288.0
02,Valle d'Aosta/Vallée d'Aoste,39.0,636.0,649.0,1285.0
02,Valle d'Aosta/Vallée d'Aoste,40.0,677.0,658.0,1335.0
02,Valle d'Aosta/Vallée d'Aoste,41.0,731.0,690.0,1421.0
02,Valle d'Aosta/Vallée d'Aoste,42.0,696.0,721.0,1417.0
02,Valle d'Aosta/Vallée d'Aoste,43.0,680.0,677.0,1357.0
02,Valle d'Aosta/Vallée d'Aoste,44.0,768.0,704.0,1472.0
02,Valle d'Aosta/Vallée d'Aoste,45.0,732.0,723.0,1455.0
02,Valle d'Aosta/Vallée d'Aoste,46.0,882.0,842.0,1724.0
02,Valle d'Aosta/Vallée d'Aoste,47.0,854.0,826.0,1680.0
02,Valle d'Aosta/Vallée d'Aoste,48.0,865.0,920.0,1785.0
02,Valle d'Aosta/Vallée d'Aoste,49.0,895.0,960.0,1855.0
02,Valle d'Aosta/Vallée d'Aoste,50.0,974.0,981.0,1955.0
02,Valle d'Aosta/Vallée d'Aoste,51.0,992.0,1005.0,1997.0
02,Valle d'Aosta/Vallée d'Aoste,52.0,996.0,1030.0,2026.0
02,Valle d'Aosta/Vallée d'Aoste,53.0,991.0,1078.0,2069.0
02,Valle d'Aosta/Vallée d'Aoste,54.0,991.0,1051.0,2042.0
02,Valle d'Aosta/Vallée d'Aoste,55.0,1066.0,1111.0,2177.0
02,Valle d'Aosta/Vallée d'Aoste,56.0,1031.0,1071.0,2102.0
02,Valle d'Aosta/Vallée d'Aoste,57.0,1036.0,1091.0,2127.0
02,Valle d'Aosta/Vallée d'Aoste,58.0,1089.0,1087.0,2176.0
02,Valle d'Aosta/Vallée d'Aoste,59.0,1023.0,1049.0,2072.0
02,Valle d'Aosta/Vallée d'Aoste,60.0,1144.0,1108.0,2252.0
02,Valle d'Aosta/Vallée d'Aoste,61.0,1034.0,989.0,2023.0
02,Valle d'Aosta/Vallée d'Aoste,62.0,901.0,960.0,1861.0
02,Valle d'Aosta/Vallée d'Aoste,63.0,962.0,924.0,1886.0
02,Valle d'Aosta/Vallée d'Aoste,64.0,825.0,888.0,1713.0
02,Valle d'Aosta/Vallée d'Aoste,65.0,861.0,928.0,1789.0
02,Valle d'Aosta/Vallée d'Aoste,66.0,785.0,828.0,1613.0
02,Valle d'Aosta/Vallée d'Aoste,67.0,773.0,814.0,1587.0
02,Valle d'Aosta/Vallée d'Aoste,68.0,773.0,786.0,1559.0
02,Valle d'Aosta/Vallée d'Aoste,69.0,700.0,847.0,1547.0
02,Valle d'Aosta/Vallée d'Aoste,70.0,697.0,791.0,1488.0
02,Valle d'Aosta/Vallée d'Aoste,71.0,738.0,747.0,1485.0
02,Valle d'Aosta/Vallée d'Aoste,72.0,680.0,720.0,1400.0
02,Valle d'Aosta/Vallée d'Aoste,73.0,662.0,722.0,1384.0
02,Valle d'Aosta/Vallée d'Aoste,74.0,666.0,734.0,1400.0
02,Valle d'Aosta/Vallée d'Aoste,75.0,642.0,763.0,1405.0
02,Valle d'Aosta/Vallée d'Aoste,76.0,669.0,777.0,1446.0
02,Valle d'Aosta/Vallée d'Aoste,77.0,652.0,696.0,1348.0
02,Valle d'Aosta/Vallée d'Aoste,78.0,572.0,661.0,1233.0
02,Valle d'Aosta/Vallée d'Aoste,79.0,394.0,531.0,925.0
02,Valle d'Aosta/Vallée d'Aoste,80.0,478.0,514.0,992.0
02,Valle d'Aosta/Vallée d'Aoste,81.0,470.0,538.0,1008.0
02,Valle d'Aosta/Vallée d'Aoste,82.0,433.0,532.0,965.0
02,Valle d'Aosta/Vallée d'Aoste,83.0,405.0,561.0,966.0
02,Valle d'Aosta/Vallée d'Aoste,84.0,380.0,557.0,937.0
02,Valle d'Aosta/Vallée d'Aoste,85.0,344.0,511.0,855.0
02,Valle d'Aosta/Vallée d'Aoste,86.0,314.0,488.0,802.0
02,Valle d'Aosta/Vallée d'Aoste,87.0,240.0,418.0,658.0
02,Valle d'Aosta/Vallée d'Aoste,88.0,198.0,333.0,531.0
02,Valle d'Aosta/Vallée d'Aoste,89.0,175.0,298.0,473.0
02,Valle d'Aosta/Vallée d'Aoste,90.0,128.0,283.0,411.0
02,Valle d'Aosta/Vallée d'Aoste,91.0,103.0,233.0,336.0
02,Valle d'Aosta/Vallée d'Aoste,92.0,81.0,197.0,278.0
02,Valle d'Aosta/Vallée d'Aoste,93.0,42.0,188.0,230.0
02,Valle d'Aosta/Vallée d'Aoste,94.0,44.0,148.0,192.0
02,Valle d'Aosta/Vallée d'Aoste,95.0,36.0,115.0,151.0
02,Valle d'Aosta/Vallée d'Aoste,96.0,25.0,88.0,113.0
02,Valle d'Aosta/Vallée d'Aoste,97.0,12.0,53.0,65.0
02,Valle d'Aosta/Vallée d'Aoste,98.0,6.0,43.0,49.0
02,Valle d'Aosta/Vallée d'Aoste,99.0,5.0,23.0,28.0
02,Valle d'Aosta/Vallée d'Aoste,100.0,5.0,32.0,37.0
02,Valle d'Aosta/Vallée d'Aoste,999.0,60285.0,62429.0,122714.0
05,Veneto,0.0,15538.0,14609.0,30147.0
05,Veneto,1.0,15781.0,14932.0,30713.0
05,Veneto,2.0,16616.0,15629.0,32245.0
05,Veneto,3.0,17199.0,16362.0,33561.0
05,Veneto,4.0,17630.0,16105.0,33735.0
05,Veneto,5.0,17878.0,16772.0,34650.0
05,Veneto,6.0,18906.0,17762.0,36668.0
05,Veneto,7.0,19694.0,18380.0,38074.0
05,Veneto,8.0,20226.0,18979.0,39205.0
05,Veneto,9.0,20755.0,19623.0,40378.0
05,Veneto,10.0,21327.0,20288.0,41615.0
05,Veneto,11.0,21950.0,20644.0,42594.0
05,Veneto,12.0,22974.0,21550.0,44524.0
05,Veneto,13.0,23230.0,22073.0,45303.0
05,Veneto,14.0,24155.0,22545.0,46700.0
05,Veneto,15.0,24539.0,22887.0,47426.0
05,Veneto,16.0,24990.0,23488.0,48478.0
05,Veneto,17.0,24702.0,23296.0,47998.0
05,Veneto,18.0,24863.0,23277.0,48140.0
05,Veneto,19.0,25139.0,23086.0,48225.0
05,Veneto,20.0,25734.0,23492.0,49226.0
05,Veneto,21.0,25202.0,23172.0,48374.0
05,Veneto,22.0,25207.0,22841.0,48048.0
05,Veneto,23.0,25438.0,22888.0,48326.0
05,Veneto,24.0,26455.0,24088.0,50543.0
05,Veneto,25.0,26315.0,24041.0,50356.0
05,Veneto,26.0,26935.0,24059.0,50994.0
05,Veneto,27.0,26652.0,24043.0,50695.0
05,Veneto,28.0,26504.0,23798.0,50302.0
05,Veneto,29.0,26363.0,23350.0,49713.0
05,Veneto,30.0,25961.0,23682.0,49643.0
05,Veneto,31.0,25855.0,24278.0,50133.0
05,Veneto,32.0,26994.0,24800.0,51794.0
05,Veneto,33.0,26467.0,25120.0,51587.0
05,Veneto,34.0,27091.0,25279.0,52370.0
05,Veneto,35.0,26516.0,25433.0,51949.0
05,Veneto,36.0,27092.0,26170.0,53262.0
05,Veneto,37.0,26283.0,25234.0,51517.0
05,Veneto,38.0,26049.0,25875.0,51924.0
05,Veneto,39.0,27321.0,26994.0,54315.0
05,Veneto,40.0,27300.0,27081.0,54381.0
05,Veneto,41.0,28028.0,27324.0,55352.0
05,Veneto,42.0,28532.0,28602.0,57134.0
05,Veneto,43.0,29329.0,28936.0,58265.0
05,Veneto,44.0,30447.0,29379.0,59826.0
05,Veneto,45.0,31206.0,31001.0,62207.0
05,Veneto,46.0,33273.0,33053.0,66326.0
05,Veneto,47.0,34152.0,34368.0,68520.0
05,Veneto,48.0,35980.0,35619.0,71599.0
05,Veneto,49.0,37640.0,37319.0,74959.0
05,Veneto,50.0,39914.0,39576.0,79490.0
05,Veneto,51.0,39718.0,39397.0,79115.0
05,Veneto,52.0,40434.0,39680.0,80114.0
05,Veneto,53.0,40639.0,40513.0,81152.0
05,Veneto,54.0,40670.0,40252.0,80922.0
05,Veneto,55.0,41685.0,41265.0,82950.0
05,Veneto,56.0,40775.0,41075.0,81850.0
05,Veneto,57.0,41122.0,41188.0,82310.0
05,Veneto,58.0,41314.0,41567.0,82881.0
05,Veneto,59.0,41266.0,41433.0,82699.0
05,Veneto,60.0,41089.0,42085.0,83174.0
05,Veneto,61.0,38482.0,39185.0,77667.0
05,Veneto,62.0,36781.0,37680.0,74461.0
05,Veneto,63.0,35581.0,36921.0,72502.0
05,Veneto,64.0,33569.0,34803.0,68372.0
05,Veneto,65.0,32955.0,34381.0,67336.0
05,Veneto,66.0,30596.0,32359.0,62955.0
05,Veneto,67.0,29709.0,31400.0,61109.0
05,Veneto,68.0,28745.0,31035.0,59780.0
05,Veneto,69.0,27440.0,29845.0,57285.0
05,Veneto,70.0,26906.0,29045.0,55951.0
05,Veneto,71.0,25763.0,28009.0,53772.0
05,Veneto,72.0,24885.0,27658.0,52543.0
05,Veneto,73.0,24445.0,26821.0,51266.0
05,Veneto,74.0,24645.0,28140.0,52785.0
05,Veneto,75.0,24202.0,27309.0,51511.0
05,Veneto,76.0,24248.0,28085.0,52333.0
05,Veneto,77.0,23001.0,27209.0,50210.0
05,Veneto,78.0,24307.0,29096.0,53403.0
05,Veneto,79.0,15931.0,19741.0,35672.0
05,Veneto,80.0,17904.0,22322.0,40226.0
05,Veneto,81.0,17309.0,22437.0,39746.0
05,Veneto,82.0,16038.0,21419.0,37457.0
05,Veneto,83.0,15190.0,20466.0,35656.0
05,Veneto,84.0,14913.0,21045.0,35958.0
05,Veneto,85.0,13894.0,19547.0,33441.0
05,Veneto,86.0,11684.0,18181.0,29865.0
05,Veneto,87.0,9646.0,15547.0,25193.0
05,Veneto,88.0,7666.0,13500.0,21166.0
05,Veneto,89.0,6792.0,12396.0,19188.0
05,Veneto,90.0,5630.0,10870.0,16500.0
05,Veneto,91.0,4043.0,8651.0,12694.0
05,Veneto,92.0,3180.0,7598.0,10778.0
05,Veneto,93.0,2453.0,6302.0,8755.0
05,Veneto,94.0,1778.0,5311.0,7089.0
05,Veneto,95.0,1199.0,3711.0,4910.0
05,Veneto,96.0,832.0,2924.0,3756.0
05,Veneto,97.0,601.0,2244.0,2845.0
05,Veneto,98.0,350.0,1524.0,1874.0
05,Veneto,99.0,221.0,1023.0,1244.0
05,Veneto,100.0,267.0,1654.0,1921.0
05,Veneto,999.0,2392820.0,2459031.0,4851851.0
